refdes	device	value	spec	footprint	description	
X1/X1/C7	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X1/X1/R23	RESISTOR	330	1% 1/10W	0603	Resistor	
X1/X1/R42	RESISTOR	4.32k	1% 1/10W	0603	Resistor	
X1/X1/R1	RESISTOR	2.00k	1% 1/10W	0603	Resistor	
X1/X1/Q2	MMBFJ309	unknown	unknown	SOT23	n-channel jfet	
X1/X1/C22	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X1/X1/R13	RESISTOR	46.4	1% 1/10W	0603	Resistor	
X1/X1/R41	RESISTOR	301k	1%	0603	Resistor	
X1/X1/U6	ADA4805-1AKSZ	unknown	unknown	SC70-6	Fast opamp	
X1/X1/U8	ADA4805-1AKSZ	unknown	unknown	SC70-6	Fast opamp	
X1/X1/U5	ADA4805-1AKSZ	unknown	unknown	SC70-6	Fast opamp	
X1/X1/U4	ADA4805-1AKSZ	unknown	unknown	SC70-6	Fast opamp	
X1/X1/R24	RESISTOR	20	1% 1/10W	0603	Resistor	
X1/X1/C16	CAPACITOR	1uF	10WVDC X7R	0805	Ceramic capacitor	
X1/X1/C4a	CAPACITOR	30pF	5% NP0 Vitreous	0505	Ceramic capacitor	
X1/X1/C2	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X1/X1/R11	RESISTOR	2.00k	1%	0603	Resistor	
X1/X1/U12	MAX4594DCKR	unknown	unknown	SC70	SPST analog switch	
X1/X1/C17	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X1/X1/R38	RESISTOR	3.00k	1%	0603	Resistor	
X1/X1/U11	MAX4594DCKR	unknown	unknown	SC70	SPST analog switch	
X1/X1/C6	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X1/X1/U3	MAX4594DCKR	unknown	unknown	SC70	SPST analog switch	
X1/X1/R25	RESISTOR	1.00Meg	1%	0603	Resistor	
X1/X1/R19	RESISTOR	62	5% 0.15W	0805	Resistor	
X1/X1/R15	RESISTOR	3.00k	1%	0603	Resistor	
X1/X1/C12	CAPACITOR	0.1uF	16WVDC X7R	0603	Ceramic capacitor	
X1/X1/R4	RESISTOR	3.00k	1%	0603	Resistor	
X1/X1/C20	CAPACITOR	1nF	50WVDC C0G	0603	Ceramic capacitor	
X1/X1/C21	CAPACITOR	1nF	50WVDC C0G	0603	Ceramic capacitor	
X1/X1/R14	RESISTOR	46.4	1% 1/10W	0603	Resistor	
X1/X1/U9	AD7984BRMZ	unknown	unknown	MSOP10	ADC	
X1/X1/R7	RESISTOR	DNP	1% 1/10W	0603	Resistor	
X1/X1/C18	CAPACITOR	DNP	25WVDC X7R	0603	Ceramic capacitor	
X1/X1/C19	CAPACITOR	2pF	25WVDC X7R	0603	Ceramic capacitor	
X1/X1/R10	RESISTOR	3.00k	1%	0603	Resistor	
X1/X1/R12	RESISTOR	3.00k	1%	0603	Resistor	
X1/X1/U7	MAX4594DCKR	unknown	unknown	SC70	SPST analog switch	
X1/X1/C4	CAPACITOR	100pF	5% NP0 Vitreous	0505	Ceramic capacitor	
X1/X1/R2	RESISTOR	2.00k	1%	0603	Resistor	
X1/X1/R9	RESISTOR	3.00k	1%	0603	Resistor	
X1/X1/R8	RESISTOR	0	1%	0603	Resistor	
X1/X1/C1	CAPACITOR	220pF	50WVDC	0805	Ceramic capacitor	
